id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
14576,tt0323939,0.248133,6800000,0,Shade,Stuart Townsend|Gabriel Byrne|Thandie Newton|Jamie Foxx|Roger Guenveur Smith,,Damian Nieman,"Lie, cheat, steal... your deal!",,"Tiffany, Charlie and Vernon are con artists looking to up the ante from their typical scams. They figure a good way of doing this is taking down Dean ""The Dean"" Stevens, a well-known cardsharp, in a rigged game. However, they first need enough money to enter a game with Stevens, so they decide to strike a deal with fellow crook Larry Jennings to scam a local gangster -- which turns out to be a bad idea.",101,Action|Thriller|Crime,Cobalt Media Group|Judgement Pictures|Hammond Entertainment,5/18/03,38,6.3,2003,8060397.98452119,0
298445,tt2526846,0.199012,0,0,I Am Santa Claus,Mick Foley|Artie Lange|Roddy Piper|Jerry Lawler|Sid Haig,,Tommy Avallone,,santa claus|christmas,"Everyone thinks of Santa Claus as a magical figure without flaws, but the men who keep his legend alive, real-bearded professional Santas, are nothing like the jolly ol' Saint Nick we've all grown up knowing. In reality, the mall Santa in your cherished children's photo has problems just like the rest of us. Even the jolliest of men fall victim to divorce, job loss, insecurity and even the occasional hangover. 'I Am Santa Claus' is a documentary that follows the lives of five real-bearded professional Santa Clauses as they anticipate and prepare the coming holiday season while showing them for who they actually are flawed, flesh and blood men who feel an overbearing responsibility to protect the integrity of the spotless, untarnished reputation of the ""Red Suit.""",89,Drama|Documentary|Comedy,Double Windsor Films,11/4/14,11,6.2,2014,0,0
79465,tt1568337,0.346552,0,0,Loosies,Peter Facinelli|Jaimie Alexander|Michael Madsen,,Michael Corrente,Love is not a crime,,"A young pickpocket in the New York subways, living a fast, free, lifestyle is confronted by a woman whom he had a one night affair with, she informs him that she is now pregnant with his child, he must now choose between continuing the lifestyle he lead or take responsibility for his actions.",89,Comedy|Drama|Romance,IFC Films|Woodhaven Production Company,2/1/12,25,6.1,2012,0,0
25338,tt0078269,0.456164,0,0,The Silent Partner,Elliott Gould|Christopher Plummer|Susannah York|CÃ©line Lomez|Michael Kirby,,Daryl Duke,It's not about the money. It's about revenge.,santa claus|bank robber|toronto|mall,"Miles Cullen is a bored teller at a bank in a Toronto mall who accidentally learns that his place of business is about to be robbed. Instead of informing his bosses or contacting the police, Miles cleverly devises a way of keeping the cash.",106,Crime|Drama|Thriller,Carolco Pictures,9/7/78,11,6.6,1978,0,0
207769,tt2011276,0.328484,950000,0,Banshee Chapter,Ted Levine|Katia Winter|Michael McMillian|Monique Candelaria|Jenny Gabrielle,http://www.filmbreak.com/projects/banshee-chapter,Blair Erickson,"The experiments are over, the terror has just begun...",government|conspiracy|found footage|mind bender|number stations,"On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA.",87,Horror|Thriller,Before the Door Pictures|Sunchaser Entertainment|Favorit Film,8/26/13,35,5.7,2013,889231.685103403,0
250480,tt0076363,0.912502,0,0,The Many Adventures of Winnie the Pooh,Sebastian Cabot|Sterling Holloway|Paul Winchell|Junius Matthews|Barbara Luddy,http://movies.disney.com/winnie-the-pooh,John Lounsbery|Wolfgang Reitherman,Hip Hip Poohray!,dream sequence|winnie the pooh|cartoon bear|cartoon tiger,"Whether weâ€™re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.",74,Animation|Family,Walt Disney Productions,3/11/77,75,7.1,1977,0,0
287689,tt3895884,0.24495,0,0,7 Days in Hell,Andy Samberg|Kit Harington|Jon Hamm|Michael Sheen|Karen Gillan,http://www.hbo.com/comedy/7-days-in-hell,Jake Szymanski,The epic battle for epicness,tennis|tennis player|sport|mockumentary,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.,43,TV Movie|Comedy,HBO Films,7/11/15,87,6.4,2015,0,0
13958,tt0923752,0.215556,0,0,The King of Kong,Steve Wiebe|Billy Mitchell|Walter Day|Mark Alpiger|Greg Bond,,Seth Gordon,Don't get chumpatized,competition|video game|arcade|donkey kong,"In this hilarious arcade showdown, a humble novice goes head-to-head against the reigning Donkey Kong champ in a confrontation that rocks the gaming world to its processors! For over 20 years, Billy Mitchell has owned the throne of the Donkey Kong world. No one could beat his top score until now. Newcomer Steve Wiebe claims to have beaten the unbeatable, but Mitchell isn't ready to relinquish his crown without a fight. Go behind the barrels as the two battle it out in a vicious war to earn the title of the true King of Kong.",79,Documentary,LargeLab,8/17/07,68,7.9,2007,0,0
26342,tt1350512,0.235186,0,0,The Terminators,Jeremy London|A Martinez|Paul Logan|Lauren Walsh|Stephen Blackehart,,Xavier S. Puslowski,"Built to protect mankind, now programmed to destroy.",cyborg,A small band of resistance fighters battle the cyborgs that have taken control of the planet.,89,Action|Horror|Science Fiction,,4/28/09,14,3.1,2009,0,0
33518,tt0080354,0.26295,1500000,0,Alligator,Robert Forster|Robin Riker|Michael V. Gazzo|Dean Jagger|Sydney Lassick,,Lewis Teague,"It lives 50 feet beneath the city. It's 36 feet long. It weighs 2,000 pounds...And it's about to break out!",hunter|mutation|alligator|underwear|toxic waste,"A baby alligator is flushed down a Chicago toilet and survives by eating discarded lab rats, injected with growth hormones. The now gigantic animal, escapes the city sewers, and goes on a rampage, pursued by a cop and a big-game hunter.",91,Horror|Science Fiction|Thriller,Alligator Inc,7/2/80,17,5.1,1980,3969055.12938193,0
54553,tt1830633,0.79882,0,0,Minions: Home Makeover,Miranda Cosgrove|Dana Gaier|Elsie Kate Fisher|Pierre Coffin,,Kyle Balda|Samuel Tourneux,,,"The Minions have to make Gru's home safe for the children, before Child Services arrive!",5,Animation|Comedy|Family,Universal Pictures|Illumination Entertainment,12/13/10,54,7.1,2010,0,0
27568,tt0056331,0.142676,0,0,Panic in Year Zero!,Ray Milland|Jean Hagen|Frankie Avalon|Mary Mitchel|Joan Freeman,,Ray Milland,An orgy of looting and lust!,atomic bomb|nuclear radiation|post-apocalyptic|dystopia|nuclear war,"While on a fishing trip, Harry Baldwin (Ray Milland) and his family hear an explosion and realize that Los Angeles has been leveled by a nuclear attack. Looters and killers are everywhere. Escaping to the hills with his family, he sets about the business of surviving in a world where, he knows, the old ideals of humanity will be first casualties.",93,Drama|Science Fiction|Thriller,American International Pictures (AIP),7/5/62,12,5.6,1962,0,0
249,tt0098621,0.531317,0,0,The War of the Roses,Kathleen Turner|Michael Douglas|Danny DeVito|Marianne SÃ¤gebrecht|Dan Castellaneta,,Danny DeVito,Once in a lifetime comes a motion picture that makes you feel like falling in love all over again. This is not that movie.,gymnastics|candelabrum|cat|lawyer|dog,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",116,Comedy|Drama|Thriller,20th Century Fox,12/8/89,152,6.4,1989,0,0
62425,tt1909348,0.087952,0,0,Talking Funny,Jerry Seinfeld|Louis C.K.|Chris Rock|Ricky Gervais,http://www.hbo.com/comedy/talking-funny/index.html,John Moffitt,A legendary discussion about what's so funny about being funny.,,"What does it mean to be a successful comedian? How far can the boundaries of taste be pushed to get a laugh? Four top comics, Ricky Gervais, Louis C.K., Jerry Seinfeld and Chris Rock, discuss and debate their craft.",50,Comedy,,4/22/11,12,6.9,2011,0,0
13824,tt0167427,0.296655,0,0,Superstar,Molly Shannon|Will Ferrell|Elaine Hendrix|Harland Williams|Tom Green,,Bruce McCulloch,Dare to dream.,,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom.",81,Comedy|Family,SNL Studios,10/8/99,46,4.8,1999,0,0
180951,tt2184287,0.288205,0,0,Summer in February,Dominic Cooper|Emily Browning|Dan Stevens|Hattie Morahan|Mia Austen,http://www.summerinfebruary.com/,Christopher Menaul,"A true tale of love, liberty and scandal amongst the Edwardian artists' colony in Cornwall",biography,"The Newlyn School of artists flourished at the beginning of the 20th Century and the film focuses on the wild and bohemian Lamorna Group, which included Alfred Munnings and Laura and Harold Knight. The incendiary anti-Modernist Munnings, now regarded as one of Britain's most sought-after artists, is at the centre of the complex love triangle, involving aspiring artist Florence Carter-Wood and Gilbert Evans, the land agent in charge of the Lamorna Valley estate. True - and deeply moving - the story is played out against the timeless beauty of the Cornish coast, in the approaching shadow of The Great War.",101,Drama|Romance,Marwood Pictures|CrossDay Productions Ltd.|Apart Films,6/13/13,19,6.1,2013,0,0
16299,tt0117768,0.054654,0,0,The Stupids,Tom Arnold|Jessica Lundy|Bug Hall|Alex McKenna|Mark Metcalf,,John Landis,As American as apple pie and twice as smart.,independent film|conspiracy theory|aftercreditsstinger,"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",94,Comedy|Family,New Line Cinema|Savoy Pictures,8/30/96,11,3.6,1996,0,0
98582,tt1924277,0.329419,3500000,0,Grupo 7,Antonio de la Torre|Mario Casas|JuliÃ¡n VillagrÃ¡n|JosÃ© Manuel Poga|Inma Cuesta,,Alberto RodrÃ­guez,,bad cop,"Angel, a young intelligent and kind, aims to be a police inspector. Rafael  instead  is an expeditious, forceful and arrogant policeman. Meanwhile, Miguel and Mateo are part of Group 7, a group of rogue cops ready to do anything to achieve their goals.",95,Drama|Action,TVE|La ZanfoÃ±ia Producciones|Canal Sur TelevisiÃ³n|AtÃ­pica Films,4/3/12,25,5.5,2012,3324104.98473286,0
212231,tt0780548,0.308899,0,0,Kid Cannabis,Jonathan Daniel Brown|Kenny Wormald|Ron Perlman|Aaron Yoo|Amanda Tapping,,John Stockwell,,based on magazine article,An eighteen year old high school drop out and his twenty-seven year old friend start trafficking marijuana across the border of Canada in order to make money and their lives are changed forever.,110,Drama,Wingman Productions|Imprint Entertainment|Gordon Bijelonic / Datari Turner Films,4/18/14,38,6.3,2014,0,0
4561,tt0073115,0.691527,0,0,The Story of O,Corinne ClÃ©ry|Udo Kier|Alain Noury|Anthony Steel|Jean Gaven,,Just Jaeckin,"""O"" is the mistress of all mistresses.",eroticism|subjection|sadomasochism|erotic movie,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",97,Drama,Terra-Filmkunst GmbH|S.N. Prodis,8/28/75,21,5.7,1975,0,0
17346,tt0073076,0.125881,0,0,Grey Gardens,Edith Bouvier Beale|Brooks Hyers|Norman Vincent Peale|Jack Helmuth|Albert Maysles,,Ellen Hovde|Muffie Meyer|Albert Maysles|David Maysles,,woman director,"An old mother and her middle-aged daughter, the aunt and cousin of Jacqueline Kennedy Onassis, live their eccentric lives in a filthy, decaying mansion in East Hampton.",100,Documentary,Portrait Films,9/27/75,22,7.2,1975,0,0
29756,tt0053559,0.110510999999999,0,0,13 Ghosts,Charles Herbert|Jo Morrow|Martin Milner|Rosemary DeCamp|Margaret Hamilton,,William Castle,IT'S FUN TO BE SCARED BY 13 GHOSTS,haunted house,"Reclusive Dr. Zorba has died and left his mansion to his nephew Cyrus and his family. They will need to search the house to find the doctor's fortune, but along with the property they have also inherited the occultist's collection of 13 ghosts.",85,Horror,Columbia Pictures|William Castle Productions,8/5/60,12,5.5,1960,0,0
326923,tt4234734,0.339297,0,0,Babysitter's Black Book,Spencer Locke|Angeline Appel|Lauren York|Steffani Brass|David Shatraw,http://www.mylifetime.com/movies/babysitters-black-book,Lee Friedlander,,babysitter|escort service|high school|hooker|babysitting,"When her parents' financial problems threaten Ashley's dreams for college, the high school whiz kid takes matters into her own hands. She and her girlfriends turn their babysitting business into a wildly successful escort service for dads. But in this small suburban community, nothing stays secret for long.",88,Drama|TV Movie,Johnson Production Group|Shadowland,2/21/15,18,5.9,2015,0,0
20723,tt0059793,0.073488,0,0,That Darn Cat!,Hayley Mills|Dean Jones|Dorothy Provine|Roddy McDowall|Frank Gorshin,,Robert Stevenson,It takes a Siamese secret agent to unravel the PURR-fect crime!,cat|hostage|map|sister|suburbia,"A young woman suspects foul play when her cat comes home wearing a wrist watch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined.",112,Comedy|Drama|Family,Walt Disney Productions,12/2/65,14,5.9,1965,0,0
758,tt0058382,0.371976,0,0,Murder Ahoy,Margaret Rutherford|Stringer Davis|Lionel Jeffries|Charles 'Bud' Tingwell|William Mervyn,,George Pollock,New mischief amidst the mizzen-masts!,poison|captain|amateur detective|detective inspector|ship,"During an annual board of trustees meeting, one of the trustees dies. Miss Marple thinks heâ€™s been poisoned after finding a chemical on him. She sets off to investigate at the ship where he had just come from. The fourth and final film from the Miss Marple series starring Margaret Rutherford as the quirky amateur detective.",93,Drama|Thriller|Crime|Mystery|Comedy,Metro-Goldwyn-Mayer (MGM),6/1/64,10,6.7,1964,0,0
